account,out_degree,in_degree,total_degree,component_size
C1152242638,1,0,1,2
C1584684478,0,1,1,2
C1713544188,1,0,1,3
C1015415004,0,2,2,3
C51691923,1,0,1,2
M1770902743,0,1,1,2
C312871744,1,0,1,2
C1824834108,0,1,1,2
C2020484331,1,0,1,2
C1147694436,0,1,1,2
C1862315877,1,0,1,2
C2085860326,0,1,1,2
C220477568,1,0,1,5
C1671616840,0,4,4,5
C145449611,1,0,1,3
C258972837,0,2,2,3
C652005273,1,0,1,2
C592302987,0,1,1,2
C1347660612,1,0,1,2
C380478208,0,1,1,2
C1956097164,1,0,1,2
C278945481,0,1,1,2
C293086250,1,0,1,2
C158816001,0,1,1,2
C1745660843,1,0,1,3
C299884411,0,2,2,3
C2041609065,1,0,1,2
C811013211,0,1,1,2
C1320546635,1,0,1,2
C1376102895,0,1,1,2
C1216165942,1,0,1,2
C1581250079,0,1,1,2
C1121402112,1,0,1,5
C387517585,0,4,4,5
C1537789158,1,0,1,2
M1770622984,0,1,1,2
C1218969054,1,0,1,2
C1956578375,0,1,1,2
C1007372776,1,0,1,2
C66455994,0,1,1,2
C1639181399,1,0,1,2
C758064437,0,1,1,2
C2139368373,1,0,1,2
M1765485309,0,1,1,2
C1726653191,1,0,1,3
C2109710461,0,2,2,3
C218134122,1,0,1,2
C984690571,0,1,1,2
C754656244,1,0,1,2
M1624765958,0,1,1,2
C987460374,1,0,1,4
C2038887228,0,3,3,4
C1256646535,1,0,1,2
M245567415,0,1,1,2
C868342813,1,0,1,3
C14376585,0,2,2,3
C619521666,1,0,1,2
M1637783590,0,1,1,2
C2027418549,1,0,1,2
M725931672,0,1,1,2
C503724501,1,0,1,2
M676452752,0,1,1,2
C1256644406,1,0,1,4
C1471875611,0,3,3,4
C1676236299,1,0,1,3
C1215030565,0,2,2,3
C264300350,1,0,1,3
C335549037,0,2,2,3
C1630139993,1,0,1,2
M1178303064,0,1,1,2
C976869706,1,0,1,2
C2103075408,0,1,1,2
C1167278953,1,0,1,3
C1877851136,0,2,2,3
C352228189,1,0,1,3
C604688420,0,2,2,3
C75702224,1,0,1,2
M1200019600,0,1,1,2
C1119962034,1,0,1,4
C1249432690,0,3,3,4
C520115077,1,0,1,2
M1951833073,0,1,1,2
C1510799617,1,0,1,2
M852248396,0,1,1,2
C680903113,1,0,1,2
C1653555821,0,1,1,2
C1224435916,1,0,1,2
M453864799,0,1,1,2
C1082160362,1,0,1,2
M1376374155,0,1,1,2
C305510989,1,0,1,2
C995184274,0,1,1,2
C207853182,1,0,1,3
C655190486,0,2,2,3
C477543702,1,0,1,2
M2145937758,0,1,1,2
C385645876,1,0,1,3
C457186627,0,2,2,3
C374964915,1,0,1,2
C1403301785,0,1,1,2
C364421075,1,0,1,2
C1068273287,0,1,1,2
C347924712,1,0,1,2
M550732771,0,1,1,2
C1631196696,1,0,1,3
C1560963262,0,2,2,3
C1879880179,1,0,1,5
C1071907929,0,4,4,5
C1969899698,1,0,1,3
C590348726,0,2,2,3
C1117833251,1,0,1,2
C975413223,0,1,1,2
C257818634,1,0,1,2
M1532526796,0,1,1,2
C2094245074,1,0,1,2
C1960835304,0,1,1,2
C1618153846,1,0,1,4
C661521303,0,3,3,4
C1039854846,1,0,1,2
M1014833215,0,1,1,2
C641285611,1,0,1,6
C1244839062,0,5,5,6
C1614819401,1,0,1,3
C1492359254,0,2,2,3
C2118630689,1,0,1,2
M135585477,0,1,1,2
C1678673198,1,0,1,2
C1392646379,0,1,1,2
C522478257,1,0,1,2
C580253253,0,1,1,2
C1684186421,1,0,1,2
M274039442,0,1,1,2
C603326935,1,0,1,2
C45445256,0,1,1,2
C1625569969,1,0,1,4
C1138675547,0,3,3,4
C1487535896,1,0,1,3
C770001516,0,2,2,3
C1060139357,1,0,1,2
M1626146586,0,1,1,2
C523060674,1,0,1,2
M1608456988,0,1,1,2
C518996260,1,0,1,2
C220535284,0,1,1,2
C1722971247,1,0,1,2
C992110216,0,1,1,2
C1460811259,1,0,1,3
C1707757185,0,2,2,3
C1721830331,1,0,1,2
M9973054,0,1,1,2
C100748696,1,0,1,2
M1837631995,0,1,1,2
C412966601,1,0,1,3
C337958577,0,2,2,3
C1904686700,1,0,1,2
M1847855542,0,1,1,2
C1090720587,1,0,1,2
M1727655984,0,1,1,2
C676486947,1,0,1,2
C1950201868,0,1,1,2
C682607485,1,0,1,2
C211078792,0,1,1,2
C424706316,1,0,1,3
C1877261580,0,2,2,3
C1366607792,1,0,1,2
M806693770,0,1,1,2
C1408153097,1,0,1,2
M1669661652,0,1,1,2
C895428642,1,0,1,2
M359924620,0,1,1,2
C884416811,1,0,1,2
M2137206032,0,1,1,2
C1683709011,1,0,1,2
C460451653,0,1,1,2
C1900199558,1,0,1,2
M150021097,0,1,1,2
C1623001282,1,0,1,7
C90810322,0,6,6,7
C2012530411,1,0,1,5
C1184286050,0,4,4,5
C1263773571,1,0,1,3
C588269406,0,2,2,3
C1802784867,1,0,1,2
M1122848658,0,1,1,2
C1509435543,1,0,1,2
M2098583067,0,1,1,2
C273379425,1,0,1,2
C1747249204,0,1,1,2
C109666985,1,0,1,3
C909339526,0,2,2,3
C1963979196,1,0,1,2
C921393414,0,1,1,2
C419054299,1,0,1,2
M170180146,0,1,1,2
C824160459,1,0,1,2
C782860253,0,1,1,2
C1149798610,1,0,1,4
C753959109,0,3,3,4
C1859305647,1,0,1,3
C1403646239,0,2,2,3
C440698513,1,0,1,2
M361102205,0,1,1,2
C619016184,1,0,1,5
C1194834028,0,4,4,5
C347328249,1,0,1,3
C2055421863,0,2,2,3
C208818014,1,0,1,4
C571113365,0,3,3,4
C1647758006,1,0,1,2
M1304028356,0,1,1,2
C709940546,1,0,1,2
M2107306221,0,1,1,2
C601648119,1,0,1,2
M903443856,0,1,1,2
C1644762145,1,0,1,2
C1198166177,0,1,1,2
C1633140448,1,0,1,3
C794873386,0,2,2,3
C194986493,1,0,1,5
C1676915935,0,4,4,5
C103146240,1,0,1,2
M1359357466,0,1,1,2
C8415414,1,0,1,2
C495422431,0,1,1,2
C622628894,1,0,1,3
C389084886,0,2,2,3
C137691211,1,0,1,3
C282709601,0,2,2,3
C951665065,1,0,1,2
C432208827,0,1,1,2
C96074906,1,0,1,2
M381328609,0,1,1,2
C2047188833,1,0,1,2
C1047908899,0,1,1,2
C1994295670,1,0,1,2
C1009064335,0,1,1,2
C1874375679,1,0,1,3
C229109300,0,2,2,3
C982185485,1,0,1,4
C1074936357,0,3,3,4
C615563680,1,0,1,3
C1229963378,0,2,2,3
C1632410196,1,0,1,4
C1139691907,0,3,3,4
C1446204747,1,0,1,4
C672400159,0,3,3,4
C1972637311,1,0,1,2
M629236109,0,1,1,2
C643376447,1,0,1,2
M529343290,0,1,1,2
C2143355930,1,0,1,2
C1477288069,0,1,1,2
C1009756239,1,0,1,4
C1163135915,0,3,3,4
C2013777838,1,0,1,2
M1403148045,0,1,1,2
C868153743,1,0,1,2
C1006320918,0,1,1,2
C1235357795,1,0,1,2
C322699543,0,1,1,2
C1114132242,1,0,1,4
C165766906,0,3,3,4
C2135972752,1,0,1,2
C140277928,0,1,1,2
C462713817,1,0,1,3
C1479107288,0,2,2,3
C1782363498,1,0,1,2
M1763711061,0,1,1,2
C218244847,1,0,1,2
C298513858,0,1,1,2
C560156783,1,0,1,2
C893680055,0,1,1,2
C372032909,1,0,1,2
C311451428,0,1,1,2
C855487371,1,0,1,3
C328471715,0,2,2,3
C2076981856,1,0,1,2
M992493046,0,1,1,2
C1483135498,1,0,1,2
M1438165652,0,1,1,2
C1400543251,1,0,1,4
C329210788,0,3,3,4
C1576560222,1,0,1,2
C406613212,0,1,1,2
C1718542188,1,0,1,2
C1635706135,0,1,1,2
C160143945,1,0,1,2
C747060590,0,1,1,2
C1884327450,1,0,1,3
C1474181376,0,2,2,3
C1725934011,1,0,1,2
C2004450760,0,1,1,2
C1405076522,1,0,1,3
C1106170428,0,2,2,3
C838747610,1,0,1,3
C1640780497,0,2,2,3
C247783356,1,0,1,5
C801789069,0,4,4,5
C2034590497,1,0,1,2
C505214781,0,1,1,2
C873738093,1,0,1,2
M1787050519,0,1,1,2
C521722708,1,0,1,2
C2134511834,0,1,1,2
C1252796356,1,0,1,2
M1407596821,0,1,1,2
C551550619,1,0,1,2
M1374221238,0,1,1,2
C2117667677,1,0,1,2
M1167485331,0,1,1,2
C95439313,1,0,1,2
M1413136076,0,1,1,2
C1526028809,1,0,1,2
C1894075776,0,1,1,2
C364370773,1,0,1,2
M1161233096,0,1,1,2
C139981473,1,0,1,2
C2007291974,0,1,1,2
C1565462520,1,0,1,3
C1873997006,0,2,2,3
C1560103372,1,0,1,2
M1028222051,0,1,1,2
C774557894,1,0,1,3
C1490704658,0,2,2,3
C153671808,1,0,1,4
C2028831881,0,3,3,4
C1960512501,1,0,1,2
C554326077,0,1,1,2
C644920390,1,0,1,3
C1925852722,0,2,2,3
C1595620818,1,0,1,2
C33964619,0,1,1,2
C1772400564,1,0,1,3
C633732161,0,2,2,3
C1176168205,1,0,1,4
C335539848,0,3,3,4
C127735704,1,0,1,3
C1010057708,0,2,2,3
C335960309,1,0,1,4
C784004593,0,3,3,4
C1039714450,1,0,1,3
C779475713,0,2,2,3
C1563990563,1,0,1,2
M4506020,0,1,1,2
C2016779189,1,0,1,2
M2104952361,0,1,1,2
C583840447,1,0,1,3
C1435763389,0,2,2,3
C1816000664,1,0,1,2
C122650142,0,1,1,2
C2073713262,1,0,1,5
C1841960813,0,4,4,5
C660775947,1,0,1,2
M424360328,0,1,1,2
C423204807,1,0,1,2
M1943786496,0,1,1,2
C607386546,1,0,1,2
M2037781941,0,1,1,2
C2002311662,1,0,1,2
M1586760087,0,1,1,2
C1612729972,1,0,1,2
M1051252256,0,1,1,2
C1980807641,1,0,1,2
C1372786626,0,1,1,2
C1312469307,1,0,1,2
M1312070234,0,1,1,2
C1914597256,1,0,1,2
M1035101072,0,1,1,2
C1726076966,1,0,1,4
C1244869566,0,3,3,4
C1316796981,1,0,1,2
M480305643,0,1,1,2
C2090401232,1,0,1,3
C290945720,0,2,2,3
C1683642176,1,0,1,5
C978751061,0,4,4,5
C154039,1,0,1,2
C962645545,0,1,1,2
C954271625,1,0,1,2
M1167311912,0,1,1,2
C1747634582,1,0,1,5
C1525913890,0,4,4,5
C582377956,1,0,1,2
M1505994595,0,1,1,2
C1306038060,1,0,1,4
C87192171,0,3,3,4
C2045081335,1,0,1,2
M1240199026,0,1,1,2
C1254519154,1,0,1,2
C2049999068,0,1,1,2
C536500956,1,0,1,3
C2111326031,0,2,2,3
C358483234,1,0,1,2
C756040445,0,1,1,2
C1894242923,1,0,1,5
C1883201664,0,4,4,5
C210299714,1,0,1,2
C2143761019,0,1,1,2
C1466187636,1,0,1,2
M1719193509,0,1,1,2
C273255522,1,0,1,3
C1016060070,0,2,2,3
C346678009,1,0,1,3
C485213160,1,0,1,2
C2124514895,0,1,1,2
C866821648,1,0,1,2
C128416657,0,1,1,2
C1556023750,1,0,1,2
C259274469,0,1,1,2
C1390462767,1,0,1,3
C874144172,0,2,2,3
C891462760,1,0,1,2
M1154751202,0,1,1,2
C23423526,1,0,1,3
C1394249380,0,2,2,3
C2020830603,1,0,1,2
C604635336,0,1,1,2
C74933712,1,0,1,2
C1817329061,0,1,1,2
C1428652097,1,0,1,3
C627203100,0,2,2,3
C2135024951,1,0,1,3
C1828358848,0,2,2,3
C164103658,1,0,1,3
C2136439956,0,2,2,3
C654126465,1,0,1,2
M1683830194,0,1,1,2
C629798614,1,0,1,2
C655204138,0,1,1,2
C819478703,1,0,1,3
C287860840,0,2,2,3
C2033769078,1,0,1,2
C1497868476,0,1,1,2
C1723543729,1,0,1,3
C1369133459,0,2,2,3
C2064044832,1,0,1,4
C776749939,0,3,3,4
C1556613698,1,0,1,2
C1558029948,0,1,1,2
C1766136002,1,0,1,4
C1945915435,0,3,3,4
C1072766295,1,0,1,2
M1982816779,0,1,1,2
C1957233824,1,0,1,2
C954297525,0,1,1,2
C769698557,1,0,1,2
C1993162562,0,1,1,2
C719361731,1,0,1,6
C1845441367,0,5,5,6
C992727914,1,0,1,2
M874042760,0,1,1,2
C1736266276,1,0,1,2
C2057649512,0,1,1,2
C1811079479,1,0,1,3
C1485891989,0,2,2,3
C1322816091,1,0,1,2
C783744142,0,1,1,2
C396010833,1,0,1,2
C778059081,0,1,1,2
C2108110314,1,0,1,2
C1842555974,0,1,1,2
C1638129006,1,0,1,3
C1822630605,0,2,2,3
C141041742,1,0,1,2
C579234373,0,1,1,2
C1307314716,1,0,1,2
M1655490110,0,1,1,2
C640927493,1,0,1,2
M138736111,0,1,1,2
C1626814895,1,0,1,2
M1104810197,0,1,1,2
C1017558428,1,0,1,5
C415728486,0,4,4,5
C256121262,1,0,1,2
M443961448,0,1,1,2
C953675090,1,0,1,3
C161208241,0,2,2,3
C1091589527,1,0,1,2
C1481157081,0,1,1,2
C488333422,1,0,1,2
C617052356,0,1,1,2
C1699499962,1,0,1,2
M677093902,0,1,1,2
C424344158,1,0,1,3
C1930520384,0,2,2,3
C2137240372,1,0,1,3
C464117087,0,2,2,3
C322084714,1,0,1,2
C953494231,0,1,1,2
C363240405,1,0,1,2
M1597987199,0,1,1,2
C1134156005,1,0,1,2
M1245062351,0,1,1,2
C1301567857,1,0,1,3
C310369016,0,2,2,3
C1667667445,1,0,1,2
C902481712,0,1,1,2
C1614007507,1,0,1,5
C1532927205,0,4,4,5
C1322284840,1,0,1,2
C1756985818,0,1,1,2
C1815524342,1,0,1,2
M499800136,0,1,1,2
C296177121,1,0,1,2
M1208843460,0,1,1,2
C1802935028,1,0,1,2
C272576449,0,1,1,2
C1779751495,1,0,1,4
C1548041970,0,3,3,4
C512814353,1,0,1,2
C313817405,0,1,1,2
C1908281570,1,0,1,2
M1818727899,0,1,1,2
C1407139053,1,0,1,2
M655583214,0,1,1,2
C1847727624,1,0,1,2
M1864416833,0,1,1,2
C66481275,1,0,1,2
C2123790975,0,1,1,2
C329706518,1,0,1,2
M119258839,0,1,1,2
C962441880,1,0,1,4
C1362084448,0,3,3,4
C1814557544,1,0,1,3
C465286489,0,2,2,3
C80871212,1,0,1,6
C1685866985,0,5,5,6
C976415246,1,0,1,2
C746452317,0,1,1,2
C1317321440,1,0,1,2
C461072507,0,1,1,2
C280251012,1,0,1,2
M778773777,0,1,1,2
C732230407,1,0,1,2
M1419469115,0,1,1,2
C105850564,1,0,1,2
C903418692,0,1,1,2
C1563963083,1,0,1,2
M70769724,0,1,1,2
C1687542005,1,0,1,2
M1942303779,0,1,1,2
C1579483096,1,0,1,2
M249282079,0,1,1,2
C1517694265,1,0,1,3
C1857059512,0,2,2,3
C47930494,1,0,1,2
M713722509,0,1,1,2
C316791864,1,0,1,2
C1842265107,0,1,1,2
C149735283,1,0,1,2
C855106487,0,1,1,2
C1726087522,1,0,1,2
M953714822,0,1,1,2
C155122109,1,0,1,2
C672935174,0,1,1,2
C1345537470,1,0,1,2
C857266323,0,1,1,2
C1709595729,1,0,1,2
M1541792263,0,1,1,2
C296792693,1,0,1,2
C835189033,0,1,1,2
C925084569,1,0,1,3
C1857906618,0,2,2,3
C1021435381,1,0,1,3
C1373970969,0,2,2,3
C1266999585,1,0,1,2
C626560229,0,1,1,2
C1772283734,1,0,1,3
C270165889,0,2,2,3
C383146350,1,0,1,3
C405152514,0,2,2,3
C1328619186,1,0,1,3
C1926159165,0,2,2,3
C1397969346,1,0,1,2
M2140308055,0,1,1,2
C686784403,1,0,1,2
M11763761,0,1,1,2
C1767457613,1,0,1,2
C1235103830,0,1,1,2
C1013342009,1,0,1,2
C1684577650,0,1,1,2
C1280884734,1,0,1,2
C663671678,0,1,1,2
C1448408254,1,0,1,3
C1978101099,0,2,2,3
C664905063,1,0,1,2
M910433801,0,1,1,2
C1033263501,1,0,1,3
C1724260087,0,2,2,3
C51604499,1,0,1,4
C494845714,0,3,3,4
C922975528,1,0,1,2
C805411186,0,1,1,2
C647312158,1,0,1,3
C1913274981,0,2,2,3
C166736834,1,0,1,2
M789389423,0,1,1,2
C1203943192,1,0,1,2
M1117765327,0,1,1,2
C976502261,1,0,1,3
C693125820,0,2,2,3
C80846525,1,0,1,3
C4347362,0,2,2,3
C334405532,1,0,1,2
M800461363,0,1,1,2
C1700081123,1,0,1,2
M769360689,0,1,1,2
C1183487000,1,0,1,3
C945553104,0,2,2,3
C1672236374,1,0,1,2
M1678396013,0,1,1,2
C759962875,1,0,1,2
C2143290788,0,1,1,2
C1432646090,1,0,1,2
C50113111,0,1,1,2
C151380810,1,0,1,2
M671073333,0,1,1,2
C848195105,1,0,1,2
C2025091983,0,1,1,2
C1589409352,1,0,1,3
C1585499786,0,2,2,3
C80948708,1,0,1,3
C1591958789,0,2,2,3
C777485854,1,0,1,2
C124722810,0,1,1,2
C53453699,1,0,1,5
C437747500,0,4,4,5
C1196798426,1,0,1,2
M1627481467,0,1,1,2
C175672070,1,0,1,3
C1328195338,0,2,2,3
C1231246335,1,0,1,2
C1047760695,0,1,1,2
C637402403,1,0,1,2
M1382709610,0,1,1,2
C858272860,1,0,1,2
M1818912596,0,1,1,2
C275558369,1,0,1,2
C1827691005,0,1,1,2
C1246830117,1,0,1,2
M915220356,0,1,1,2
C1566631752,1,0,1,2
M2135799817,0,1,1,2
C1829606822,1,0,1,2
M610026730,0,1,1,2
C1623049541,1,0,1,4
C975452336,0,3,3,4
C89383577,1,0,1,2
M1974469621,0,1,1,2
C1043010006,1,0,1,3
C2056694044,0,2,2,3
C1755093302,1,0,1,2
M614847224,0,1,1,2
C2076797179,1,0,1,2
M773787587,0,1,1,2
C937405312,1,0,1,4
C1455846898,0,3,3,4
C107077312,1,0,1,2
C557884650,0,1,1,2
C1965459775,1,0,1,2
C462228528,0,1,1,2
C2087376037,1,0,1,2
C575122960,0,1,1,2
C1956383111,1,0,1,2
M431757756,0,1,1,2
C1493167568,1,0,1,3
C784681106,0,2,2,3
C766466478,1,0,1,2
M825356174,0,1,1,2
C1803453308,1,0,1,2
M2009889979,0,1,1,2
C195086527,1,0,1,2
C1133520647,0,1,1,2
C1779249788,1,0,1,3
C642992320,0,2,2,3
C1808822016,1,0,1,2
C729794428,0,1,1,2
C741504407,1,0,1,2
C1789674494,0,1,1,2
C1154604861,1,0,1,2
C829224144,0,1,1,2
C245768623,1,0,1,2
C370222896,0,1,1,2
C336362297,1,0,1,3
C1840032458,0,2,2,3
C1043463220,1,0,1,2
C1936337561,0,1,1,2
C1913258318,1,0,1,2
M1449591577,0,1,1,2
C12781138,1,0,1,2
C449378182,0,1,1,2
C1530544393,1,0,1,2
M2022498099,0,1,1,2
C851700320,1,0,1,2
M1880500227,0,1,1,2
C2145084174,1,0,1,2
C680749867,0,1,1,2
C1444667183,1,0,1,2
M1822797738,0,1,1,2
C1255213077,1,0,1,3
C564940555,0,2,2,3
C486296095,1,0,1,2
C1817241012,0,1,1,2
C1159076331,1,0,1,3
C271249913,0,2,2,3
C204215591,1,0,1,4
C1716535505,0,3,3,4
C1174044823,1,0,1,2
M1484675120,0,1,1,2
C687060638,1,0,1,2
C1941238923,0,1,1,2
C1624970173,1,0,1,2
C1183075634,0,1,1,2
C1881766516,1,0,1,3
C1935998307,0,2,2,3
C1170805595,1,0,1,3
C2084782836,0,2,2,3
C1382345621,1,0,1,3
C2105733665,0,2,2,3
C1699145557,1,0,1,2
M46132332,0,1,1,2
C1488683294,1,0,1,2
M741183664,0,1,1,2
C1242785699,1,0,1,3
C916146305,0,2,2,3
C721543608,1,0,1,2
C210968543,0,1,1,2
C1123891502,1,0,1,2
C1696262776,0,1,1,2
C1741448099,1,0,1,2
C610631012,0,1,1,2
C43965560,1,0,1,2
C1972653637,0,1,1,2
C965621889,1,0,1,2
C2072404051,0,1,1,2
C538408322,1,0,1,5
C464294308,0,4,4,5
C1276786455,1,0,1,2
C1351690039,0,1,1,2
C1593123417,1,0,1,2
C276005631,0,1,1,2
C1044529814,1,0,1,3
C1088199533,0,2,2,3
C1853470567,1,0,1,2
C2060596478,0,1,1,2
C40563649,1,0,1,2
C1793782490,0,1,1,2
C1120330321,1,0,1,2
C1714617051,0,1,1,2
C859898804,1,0,1,2
M535782162,0,1,1,2
C1344391353,1,0,1,2
C1808451508,0,1,1,2
C1856965888,1,0,1,2
M1623068438,0,1,1,2
C1853224563,1,0,1,2
C559154038,0,1,1,2
C1538679389,1,0,1,3
C1606106280,0,2,2,3
C1125277969,1,0,1,2
M727216011,0,1,1,2
C2077637967,1,0,1,3
C2091799381,0,2,2,3
C1220860497,1,0,1,2
M338741087,0,1,1,2
C1488571302,1,0,1,2
M1497324348,0,1,1,2
C994417942,1,0,1,2
M1521663436,0,1,1,2
C166492640,1,0,1,6
C771123503,0,5,5,6
C963144115,1,0,1,2
C1141234766,0,1,1,2
C951986519,1,0,1,2
C664419917,0,1,1,2
C1774700990,1,0,1,2
M292069298,0,1,1,2
C159166529,1,0,1,2
C2034339156,0,1,1,2
C363024354,1,0,1,6
C1333769652,0,5,5,6
C1894298325,1,0,1,2
M623273663,0,1,1,2
C360889867,1,0,1,2
M960779262,0,1,1,2
C1213680230,1,0,1,5
C330226144,0,4,4,5
C559771,1,0,1,2
M1728686,0,1,1,2
C650470487,1,0,1,4
C323984287,0,3,3,4
C1395634836,1,0,1,2
M110130539,0,1,1,2
C1504060410,1,0,1,3
C181587238,0,2,2,3
C1675089398,1,0,1,2
C892362537,0,1,1,2
C21561691,1,0,1,2
C436894222,0,1,1,2
C428576161,1,0,1,5
C1427825258,0,4,4,5
C1041848193,1,0,1,3
C1650001801,0,2,2,3
C1143884920,1,0,1,2
M1604995755,0,1,1,2
C1772355697,1,0,1,3
C1009226940,0,2,2,3
C541422793,1,0,1,2
C1389487270,0,1,1,2
C1677559682,1,0,1,2
C22890079,0,1,1,2
C270654522,1,0,1,2
C977498838,0,1,1,2
C600083828,1,0,1,2
M1982728372,0,1,1,2
C244246695,1,0,1,2
M1073119596,0,1,1,2
C1227444456,1,0,1,2
C525382761,0,1,1,2
C613702775,1,0,1,2
C1709535143,0,1,1,2
C610732089,1,0,1,2
C181422161,0,1,1,2
C348542549,1,0,1,3
C1258692422,0,2,2,3
C1768000351,1,0,1,2
C1877626139,0,1,1,2
C1670907554,1,0,1,2
M1561042520,0,1,1,2
C325039568,1,0,1,2
C1117400135,0,1,1,2
C112706591,1,0,1,5
C1602572569,0,4,4,5
C1539983421,1,0,1,2
M1605321490,0,1,1,2
C1111304820,1,0,1,2
M587732615,0,1,1,2
C872969627,1,0,1,3
C1344691011,0,2,2,3
C1890995732,1,0,1,5
C282158042,0,4,4,5
C27701306,1,0,1,3
C1958123535,0,2,2,3
C1226088237,1,0,1,2
M1374563453,0,1,1,2
C567920376,1,0,1,2
C1807010813,0,1,1,2
C1539131908,1,0,1,2
M453917509,0,1,1,2
C1225066618,1,0,1,2
M411651112,0,1,1,2
C255349867,1,0,1,2
M334426407,0,1,1,2
C1512994222,1,0,1,3
C113547814,0,2,2,3
C549158341,1,0,1,2
M979597644,0,1,1,2
C1689918223,1,0,1,2
M496678947,0,1,1,2
C1312178500,1,0,1,2
C1079397484,0,1,1,2
C1750058888,1,0,1,2
M1692248942,0,1,1,2
C1238396228,1,0,1,3
C1929531778,0,2,2,3
C1128343740,1,0,1,2
M376718808,0,1,1,2
C726327731,1,0,1,4
C1313582591,0,3,3,4
C822412462,1,0,1,2
C840902527,0,1,1,2
C1489860972,1,0,1,3
C266171809,0,2,2,3
C1803425254,1,0,1,2
M2003024780,0,1,1,2
C687049060,1,0,1,2
C285511723,0,1,1,2
C597514317,1,0,1,2
M579722974,0,1,1,2
C1130961609,1,0,1,3
C2062841350,0,2,2,3
C1479518245,1,0,1,3
C1529233820,0,2,2,3
C1530134642,1,0,1,2
M1364319959,0,1,1,2
C1447803492,1,0,1,7
C710681023,0,5,5,7
C1991925532,1,0,1,2
C1201262874,0,1,1,2
C331705293,1,0,1,2
C405722679,0,1,1,2
C2112417783,1,0,1,2
M1054291577,0,1,1,2
C1406725055,1,0,1,2
M2047308680,0,1,1,2
C1765475157,1,0,1,3
C1138100509,0,2,2,3
C192207746,1,0,1,2
M610884634,0,1,1,2
C695544982,1,0,1,2
M1641817650,0,1,1,2
C997695120,1,0,1,2
M1323862059,0,1,1,2
C1309553492,1,0,1,2
M943637797,0,1,1,2
C955619633,1,0,1,2
C504467662,0,1,1,2
C949544745,1,0,1,2
C1993508565,0,1,1,2
C481113006,1,0,1,3
C1696505996,0,2,2,3
C391378785,1,0,1,3
C1448830976,0,2,2,3
C793345855,1,0,1,2
C595845777,0,1,1,2
C418413280,1,0,1,3
C1750622044,0,2,2,3
C1057374681,1,0,1,2
C1219540550,0,1,1,2
C994812499,1,0,1,2
M1997277786,0,1,1,2
C1046953551,1,0,1,3
C1544862417,0,2,2,3
C58058377,1,0,1,4
C1567057766,0,3,3,4
C1240188538,1,0,1,5
C1995182035,0,4,4,5
C1518032354,1,0,1,2
M2024100162,0,1,1,2
C190245083,1,0,1,3
C605380223,0,2,2,3
C283871823,1,0,1,2
M330810294,0,1,1,2
C852702943,1,0,1,2
M563257493,0,1,1,2
C432225748,1,0,1,2
M1943724542,0,1,1,2
C998103870,1,0,1,2
M664727899,0,1,1,2
C1880071414,1,0,1,3
C1149475120,0,2,2,3
C1210477366,1,0,1,5
C1734719138,0,4,4,5
C168426127,1,0,1,2
C806418780,0,1,1,2
C1216850367,1,0,1,3
C82805485,0,2,2,3
C2126337789,1,0,1,2
M1461499638,0,1,1,2
C398591072,1,0,1,2
C948751934,0,1,1,2
C807739427,1,0,1,2
C556213003,0,1,1,2
C190639174,1,0,1,2
M921565970,0,1,1,2
C12498996,1,0,1,2
C204783569,0,1,1,2
C1664516059,1,0,1,2
M1387374203,0,1,1,2
C957617773,1,0,1,2
C2105578880,0,1,1,2
C1443455937,1,0,1,2
M1642757260,0,1,1,2
C1459055107,1,0,1,3
C1055189638,0,2,2,3
C269847282,1,0,1,2
C1201437152,0,1,1,2
C1491578992,1,0,1,2
M104119871,0,1,1,2
C129288131,1,0,1,2
M1252182105,0,1,1,2
C401976354,1,0,1,2
C428534746,0,1,1,2
C2003995053,1,0,1,2
M417138511,0,1,1,2
C1006717276,1,0,1,2
C684618941,0,1,1,2
C977931206,1,0,1,2
M497666513,0,1,1,2
C1164481268,1,0,1,2
C1262558373,0,1,1,2
C126353923,1,0,1,2
C1463134592,0,1,1,2
C1282063678,1,0,1,2
M1627809085,0,1,1,2
C539021363,1,0,1,2
M838613500,0,1,1,2
C873214337,1,0,1,2
M103565633,0,1,1,2
C323325804,1,0,1,2
M1970098770,0,1,1,2
C161440442,1,0,1,2
M83734819,0,1,1,2
C735471728,1,0,1,2
C2045682638,0,1,1,2
C86043151,1,0,1,4
C1291052452,0,3,3,4
C1416785432,1,0,1,2
C135304916,0,1,1,2
C593606771,1,0,1,2
C619518219,0,1,1,2
C1544657283,1,0,1,2
C962468874,0,1,1,2
C97701865,1,0,1,2
C2055616959,0,1,1,2
C1098506498,1,0,1,2
C12493363,0,1,1,2
C1531078025,1,0,1,2
M939037265,0,1,1,2
C260667796,1,0,1,2
C1534862051,0,1,1,2
C809280725,1,0,1,2
M601307865,0,1,1,2
C1988383748,1,0,1,2
M641635295,0,1,1,2
C1406045827,1,0,1,3
C455692417,0,2,2,3
C166564777,1,0,1,4
C1448260983,0,3,3,4
C1528610338,1,0,1,2
C1910603917,0,1,1,2
C131849972,1,0,1,2
M980803569,0,1,1,2
C606557427,1,0,1,2
M1170783380,0,1,1,2
C617501177,1,0,1,2
C1010385758,0,1,1,2
C1193589661,1,0,1,2
M1500614510,0,1,1,2
C1101100839,1,0,1,2
M1247296756,0,1,1,2
C946406059,1,0,1,2
